  0.499053478      , -0.317726970    
  0.327370495      ,  -1.42439938    
  0.180086002      ,  -1.33533406    
   4.64914516E-02  ,  -2.36504412    
  -7.73335546E-02  ,  -1.98582268    
 -0.193106502      ,  -2.85766029    
 -0.301584005      ,  -2.21133685    
 -0.403033018      ,  -2.86047888    
 -0.497446507      ,  -1.99848008    
 -0.584659994      ,  -2.40554762    
 -0.664416492      ,  -1.42072272    
 -0.736409009      ,  -1.61294007    
 -0.800310969      , -0.631591797    
 -0.855796993      , -0.671297193    
 -0.902561486      ,  0.165443659    
 -0.940330029      ,  0.199813426    
 -0.968870044      ,  0.762887001    
 -0.988000512      ,  0.800832391    
 -0.997596979      ,  0.999422967    
 -0.997596979      ,  0.999422848    
 -0.988000035      ,  0.800822794    
 -0.968868971      ,  0.762899280    
 -0.940329015      ,  0.199786425    
 -0.902561009      ,  0.165468633    
 -0.855796456      , -0.671425462    
 -0.800310016      , -0.631452084    
 -0.736407995      ,  -1.61313510    
 -0.664415479      ,  -1.42044091    
 -0.584658980      ,  -2.40593791    
 -0.497444987      ,  -1.99820495    
 -0.403030992      ,  -2.86068869    
 -0.301582515      ,  -2.21111131    
 -0.193104997      ,  -2.85790181    
  -7.73316994E-02  ,  -1.98560309    
   4.64932993E-02  ,  -2.36528206    
  0.180087999      ,  -1.33507228    
  0.327372998      ,  -1.42462707    
  0.499056488      , -0.317505240    
  0.796494961      ,   8.55676532E-02
